user_id,recommendations
1483,1869 9546 43 1737 8796 1348 12538 10275 1305 2737
1484,9913 7525 78 10673 9931 3271 11485 1467 10380 13542
1485,7989 6110 4398 8020 13681 9749 10632 12757 5127 2330
1486,3820 222 10236 4247 4216 1280 1623 4979 3748 6433
1487,10856 1737 8796 43 2072 5633 3293 1280 6726 4874
1488,8104 1076 5261 667 12195 12416 6312 8091 5502 14908
1489,3956 12195 489 2750 2790 4817 3110 7038 2688 667
1490,5554 8491 11112 8489 8593 12253 12276 14125 14155 3897
1491,3820 222 14964 10235 1280 1623 6726 3748 10237 4979
1492,5972 5270 5549 1439 5066 6375 2798 7720 4 3225
1493,4111 9868 2446 8778 11086 6387 9433 10438 5915 14469
1494,14312 10241 1212 3478 10418 1639 1797 1567 2024 7189
1495,5549 4271 869 624 5270 168 879 866 5066 871
1496,14435 10394 9398 5657 12408 8606 1109 8911 12351 2265
1497,9055 14992 14988 14840 14989 14990 3062 14987 14991 14993
1498,119 7560 7332 7330 12336 152 1371 4906 4882 4899
1499,3749 1036 1035 10459 5047 6726 9935 1033 8796 43
1500,6805 10628 12895 8542 10993 2876 4743 6847 10994 13702
1501,9913 9923 7525 9316 10673 5567 1280 7646 43 8796
1502,5423 2990 10235 1098 1053 8866 14965 3725 3525 12113
1503,10913 9549 15219 11252 11251 8525 15218 15169 15170 14214
1504,5863 5686 4331 8822 11437 7064 1721 1887 7055 9612
1505,1322 7077 12209 10992 10461 12734 12735 9237 1158 13785
1506,5342 3385 13221 9352 43 8796 1737 2072 3788 3384
1507,3210 6042 9112 4657 4664 3806 14664 2850 6621 394
1508,15192 6582 9511 10957 2634 691 14310 14829 9938 857
1509,14374 9788 14217 6110 9785 14408 9795 12500 12391 15130
1510,1333 9913 7525 12051 11241 3409 10053 287 612 2738
1511,3073 3222 13936 176 12533 11844 168 12320 5549 1574
1512,14746 14747 12935 14750 12209 10461 15027 13164 11598 5689
1513,2097 1447 10227 11904 3210 11934 7400 3992 11255 12191
1514,4136 8159 395 11624 10368 8020 9627 12375 10199 9626
1515,4183 4263 991 1854 1517 4113 4215 4732 4300 5190
1516,2172 8001 5704 12705 2173 2170 2176 2177 659 12406
1517,8796 43 1081 6726 2072 1280 3293 1014 3453 226
1518,5226 6117 9989 15178 6632 3794 2626 14094 7560 9499
1519,5270 11870 5066 3322 14637 793 1439 5549 2586 4761
1520,13984 10843 10754 10750 4174 5231 2870 3888 1003 13111
1521,1564 6373 3191 2326 504 7929 3250 7420 889 7901
1522,5166 751 12717 278 1036 1035 3749 14646 8135 2449
1523,653 5201 10829 13231 4807 5881 4798 12135 9328 12546
1524,4246 12043 3574 5549 171 7718 168 466 503 1202
1525,612 287 2703 1902 12429 870 7525 1696 8996 6494
1526,5549 168 5066 5270 4925 1439 171 13936 503 9249
1527,13487 14897 5452 2290 13435 4080 7341 7860 4079 7340
1528,3645 3648 11174 6034 10227 7696 1439 5540 1567 4757
1529,13476 6793 13473 13474 13472 13475 6794 3558 4664 4657
1530,8273 6383 2223 4893 15030 13402 10333 2068 3069 11039
1531,8407 10495 10498 4169 4512 19 13261 2737 7778 11077
1532,5145 2988 7151 2989 2720 1056 4976 6433 6987 226
1533,13903 13361 9766 4087 4587 4088 3451 977 14608 12992
1534,7323 865 4208 2213 4584 4185 484 9090 6594 2941
1535,1987 1763 1688 8931 9881 10709 3934 4942 8482 225
1536,10002 10746 2847 7349 7434 6477 7165 6617 1111 7351
1537,235 234 1617 1618 1620 1621 1624 1622 6788 611
1538,8577 9472 6494 5708 1626 10072 12694 4172 5378 5784
1539,1439 5549 5972 1447 4592 5270 5066 11383 821 2798
1540,3076 1771 9538 10991 6804 5846 6362 9854 10750 3842
1541,7496 12562 1040 3970 10507 1101 7538 4405 439 9495
1542,1893 5486 12373 1896 6097 5237 1266 1894 1262 1979
1543,5183 4486 1214 280 8738 11873 2850 5173 2715 7024
1544,3442 8645 4037 4036 14745 4730 13982 8020 10075 6847
1545,9417 11549 9421 1542 10214 1368 9414 12101 12057 10715
1546,11975 9375 335 333 5814 14857 3888 5809 2600 5807
1547,7064 2380 4604 2873 6804 3845 4599 5863 1828 2369
1548,11682 7212 1247 1764 2866 7573 8971 1056 284 14094
1549,1217 11265 3978 9218 6715 3732 2788 7946 1637 14667
1550,2590 3538 2695 11290 5633 1883 2037 11616 14951 4175
1551,6886 5862 7401 3286 3125 1680 13360 5909 4948 6629
1552,11666 8779 11542 11680 7755 15043 12409 11948 14608 12366
1553,2412 8945 320 7162 13646 4988 6199 7483 4148 5793
1554,15105 15159 4966 1473 1300 8280 1471 597 1276 3410
1555,8426 9340 13180 5374 10277 1905 7525 5096 9913 8811
1556,6003 6128 5 9484 13904 14676 5634 8896 4738 14035
1557,287 9913 7525 10380 1751 10382 8591 13434 9927 10383
1558,8279 12509 13037 5818 5188 1547 9702 5925 8454 12101
1559,6514 10338 7496 11406 6687 7567 1576 10632 3676 10507
1560,1826 10815 6804 5846 8542 5845 10991 1710 6805 10754
1561,10205 7606 7605 9383 11503 6189 10345 729 4381 9098
1562,5409 15221 13019 14145 14770 14641 11943 8841 7955 14908
1563,6726 3539 1737 43 8796 5549 1280 4562 168 3293
1564,1862 6738 1863 14736 2870 1730 13270 6704 11119 6542
1565,12134 12574 5789 9460 14378 9127 11397 11744 4733 4735
1566,2804 1279 4663 4653 11370 11368 4662 7349 11369 13022
1567,3916 9741 3257 4016 5434 681 5377 8300 7544 6613
1568,5836 13379 2475 3867 12875 6577 11459 3313 4923 9265
1569,8659 13550 9514 13966 5511 10229 197 9049 15122 6934
1570,5228 12312 14796 12648 10036 15089 12288 14370 14900 8087
1571,10815 7095 10991 12656 1305 12655 9854 6705 10088 1777
1572,5549 5270 5066 1439 1831 2307 793 488 821 3225
1573,10179 13850 6112 14045 318 13351 12173 8633 9406 15221
1574,13635 14328 10041 8808 6571 10734 11110 12501 6729 14337
1575,5633 4874 1036 1035 6726 1280 1081 3749 9478 11290
1576,950 3310 3014 3710 1418 4264 1427 1586 9333 4152
1577,13014 12404 2557 1905 6559 9913 10124 6201 387 131
1578,5270 4271 5066 1439 5972 4592 5549 821 7720 2798
1579,11549 9103 1935 7689 9805 1923 1592 14219 1220 8077
1580,7065 6362 3694 5873 5872 7066 3667 13984 2870 14345
1581,8083 3129 2672 6587 5800 9277 14504 7924 10317 7836
1582,5502 1076 2297 1014 5505 3291 3453 226 6433 1896
1583,43 8796 1737 6726 1280 2072 1081 4874 3293 1112
1584,2825 2826 3748 1086 1567 1280 3293 10235 1081 4757
1585,11303 409 13542 8842 2431 14841 1872 6848 13773 2285
1586,13857 14006 7889 9557 11961 13691 4386 5909 8041 13690
1587,13023 7672 13551 1127 7537 2830 12308 13839 13949 11132
1588,1093 3348 4584 4161 12743 6803 4817 11544 10607 7911
1589,14297 6956 603 11159 439 4312 3821 1406 7971 11498
1590,314 13622 9934 5926 10092 6765 14395 10440 10129 3133
1591,2927 3984 6489 3658 9347 4298 4777 5742 7244 6494
1592,12472 2952 13335 5110 529 2080 3785 11183 9892 7089
1593,12267 10555 9985 4543 8294 9979 4383 8225 1280 3751
1594,10901 13619 6311 5556 389 9482 5409 8939 11024 10582
1595,3444 554 6220 381 936 8314 4295 11183 223 2948
1596,3750 8556 4154 8320 14902 5994 4149 7289 5992 2226
1597,8770 5190 4300 10035 5074 13820 15153 14029 13711 8772
1598,4407 11119 1776 6542 8151 1721 1155 10246 12378 2893
1599,8057 1852 11274 6775 6109 1522 6246 5353 8968 7704
1600,8159 11624 4139 9626 5848 6363 5849 10698 5856 4689
1601,13792 2371 2374 8476 2869 7426 6360 4693 3845 2376
1602,2032 12605 1351 14604 7123 9052 14875 9055 14089 7258
1603,11383 5270 7697 5549 4762 5972 1439 5066 2711 6375
1604,12546 11602 12254 4807 1595 10042 5200 9328 14999 6773
1605,6514 10338 4405 9777 5071 954 1101 5128 2581 4740
1606,6090 7849 7848 10957 6582 15192 10560 2634 13445 2635
1607,2605 2606 1161 7306 11575 1160 5375 4921 4923 5838
1608,1300 11154 5177 3977 6686 6681 213 574 14110 14677
1609,8229 14727 13769 8228 3798 10146 2434 538 9116 10145
1610,4255 7992 10235 3418 1098 236 9892 2072 6699 4512
1611,10750 6362 7066 13984 7065 1007 13111 1003 2372 3000
1612,12676 12677 62 4954 11634 12990 11636 13359 12796 13378
1613,7348 3206 895 7239 5755 9045 3185 4771 3210 10227
1614,10466 13377 3484 13601 13061 5985 13600 13598 3852 13918
1615,13984 13111 7066 2870 9195 1007 6362 3666 3667 3845
1616,9892 12363 394 13305 12091 3782 8664 12288 9199 13335
1617,5486 12373 1893 1896 7878 6097 3541 4882 14414 1979
1618,6088 5972 4271 1439 488 4182 4824 3110 5270 5066
1619,10874 7759 3318 6138 9946 3288 294 10038 5286 7316
1620,11873 6114 7525 9913 13014 12337 5313 7841 10124 6358
1621,6250 4281 6059 4173 13386 5613 11055 11875 1109 6494
1622,4082 4271 1901 7248 869 463 871 5972 879 866
1623,226 3453 1014 6433 2329 1051 3751 5502 7037 1737
1624,9913 9923 10673 7525 10380 11485 5567 3409 10382 3149
1625,12462 11874 2691 8796 1737 43 226 3453 2072 1051
1626,2282 6658 7526 6657 14541 1594 2286 1699 11127 14915
1627,4973 9508 3977 213 10439 9500 8973 586 7464 1304
1628,1321 2997 8267 3674 1008 6362 5863 3666 1012 12377
1629,14452 13558 10973 2178 6196 15026 1414 4540 7927 8340
1630,12188 4594 4652 10623 12624 12625 8082 3129 366 6331
1631,3252 6296 3269 5717 4857 9190 8776 3916 230 8130
1632,1619 235 234 1624 1617 1618 1620 611 12472 7163
1633,10062 10731 12904 6712 6412 13614 11266 4836 4751 13224
1634,612 6623 7525 3789 8547 618 3878 3671 7937 2108
1635,4135 3694 10953 3415 7071 4597 8164 7553 3679 4137
1636,10980 7444 10086 13814 2668 8393 13528 12646 3563 14467
1637,3098 4242 1748 5676 12235 11306 12575 2839 6982 5424
1638,9949 12941 1988 4470 12983 6464 1601 10232 4404 4627
1639,6004 8305 363 12780 9337 3613 8307 8891 13008 2680
1640,2097 11934 5976 937 11904 7400 10571 3992 5471 4954
1641,612 9067 618 6623 3671 6494 12566 7525 3878 14667
1642,216 8201 11550 6046 4194 11383 488 5972 1439 7697
1643,4356 8177 5850 11570 7700 1741 13371 948 7810 13908
1644,5151 1385 8856 8520 5150 4026 3855 7247 2412 5793
1645,13212 2700 6135 2716 13682 8550 10677 9421 14888 13674
1646,11154 7525 612 287 7967 1182 5655 2448 14965 6217
1647,4053 11188 8891 9015 13900 14844 2593 14317 8964 12091
1648,11383 1564 9273 1567 4268 10602 9249 2024 7697 4757
1649,5486 1893 3522 7349 5246 13644 6477 1896 12373 5197
1650,2001 2456 2458 2460 737 4657 8638 4664 9112 4656
1651,1723 1155 401 1776 15049 9664 6507 6542 4407 11119
1652,9913 7130 79 9923 7129 851 7157 7371 5574 5567
1653,287 5633 4874 4923 4562 9226 5708 6494 7968 5217
1654,15070 6113 6935 11267 2074 14970 5408 5403 883 12483
1655,7759 13936 5549 4385 1371 5217 6138 9249 5972 6143
1656,13776 1524 135 3490 14971 4371 11246 11248 3489 3526
1657,4032 5723 244 14716 5104 7946 773 5375 11659 557
1658,13898 12864 6924 5886 7660 13530 6670 11781 9140 13616
1659,5549 5270 169 624 168 171 11727 7720 812 5066
1660,13432 14809 13246 5572 919 15165 13433 13532 8323 1885
1661,3739 3976 12909 9278 4734 4735 4733 5974 5972 5546
1662,9823 12235 1748 2839 5946 12575 11306 10902 5677 14606
1663,10935 10936 4402 401 15049 1155 6804 1776 8160 11923
1664,6805 9854 8542 10998 13702 10997 11000 10753 10099 2876
1665,11123 14124 11039 9785 6941 14985 9788 11122 11042 14374
1666,7972 11661 616 2072 12687 264 1963 7204 261 13536
1667,12566 9805 6494 3878 11041 11055 2287 12623 6619 9682
1668,9867 5402 5908 10781 5401 299 13263 15180 1696 8972
1669,5549 5270 7718 6577 5066 9249 168 1439 656 171
1670,1351 14604 9052 3055 14089 3021 9821 14929 13243 15184
1671,6150 1014 226 3453 1051 2725 5492 7085 2729 12956
1672,11251 11255 8525 11252 3924 3188 14121 10913 13066 11906
1673,7973 12248 4019 10974 1427 4898 6220 4735 4733 4734
1674,4540 12294 8340 4727 5151 2582 15272 6303 4517 11050
1675,12941 9850 4568 989 10232 705 4569 3113 259 5650
1676,7649 1127 5788 7888 11575 1675 2563 12753 11397 14181
1677,9226 7076 4073 14279 3758 6780 11871 7572 6494 6784
1678,8687 7525 6623 12623 11041 2108 7876 2645 8238 8921
1679,9913 9923 10486 7525 851 3149 6410 10380 3409 10673
1680,3138 5271 2166 8804 4576 4305 9862 1633 3810 7247
1681,2357 3534 3525 2358 2353 715 2356 11873 8760 5177
1682,5791 202 2415 4284 5270 6074 5066 1385 5463 3407
1683,3296 7369 9822 5790 1014 1051 6433 226 3453 4976
1684,7897 1840 2587 4357 688 1894 615 6543 2086 8585
1685,9893 7964 6560 14634 6406 5788 9368 12650 7649 5428
1686,4305 29 213 1196 709 716 1607 14303 5589 9984
1687,171 6631 5917 503 9769 165 466 10125 168 2150
1688,13189 4330 1166 14712 3464 13188 1535 12426 1531 1525
1689,11219 3078 6703 6704 2616 12748 10354 14440 1010 12363
1690,9052 1351 14604 7123 7956 15184 14605 14089 14550 1501
1691,612 618 6623 3671 6494 12566 7525 3878 14667 6188
1692,4431 5208 105 14560 14824 8587 14930 7117 13135 7130
1693,10205 7605 7606 10345 7591 12864 13898 13530 7660 6924
1694,5378 6504 6481 5375 6104 2552 9206 6489 6679 2675
1695,789 5972 4182 5549 5066 5270 1439 4271 168 11383
1696,1237 1274 1737 8796 43 7165 7349 9943 6726 12207
1697,1893 8605 6730 13577 2900 6097 5255 6951 11709 5486
1698,3016 735 5722 1892 1217 504 14287 859 8184 6408
1699,744 163 5270 6025 8654 9299 11745 10831 1100 2798
1700,12566 9805 6785 6244 11119 9664 6520 9539 8136 4407
1701,5270 168 9249 5066 1423 4929 13936 812 7720 503
1702,4658 4646 4648 4647 4659 6799 4661 5565 12246 4642
1703,2335 1696 8635 10588 7223 2958 4638 11150 4374 5641
1704,1035 43 8796 1737 6623 4670 1117 4068 6494 11055
1705,6905 2475 13379 3867 11680 2605 3328 5217 4923 12875
1706,4735 4733 4734 5801 4808 6812 4050 11141 5974 3108
1707,1721 5686 1723 12378 11119 12376 6542 8151 1143 1155
1708,287 7525 10212 9913 618 10673 10380 6623 4397 10382
1709,6804 4415 6707 11352 10698 12643 5846 4060 5845 10630
1710,4979 1085 3545 3546 7139 3544 3547 13182 7776 13183
1711,6399 8565 9590 2504 12421 6871 9588 14295 12387 10265
1712,3252 495 3269 7795 1170 11289 7791 13697 15253 14757
1713,4921 2334 4385 5217 5836 9356 3565 10135 2339 2473
1714,10002 10609 2856 9400 7963 10186 10030 13109 3805 6279
1715,1775 12378 2618 7065 12376 2870 1718 1143 1146 2619
1716,13188 13189 12426 1525 4330 13344 13345 13334 13232 13349
1717,11383 168 9249 1439 4824 12021 2761 6018 1574 5549
1718,3016 7718 10908 504 9249 12175 241 2098 770 5549
1719,1705 1704 12376 1708 1136 1143 1775 12378 6734 1724
1720,5466 581 2278 9243 3984 578 577 1392 8426 3982
1721,3747 5246 13460 6180 7171 3522 8291 2864 7167 12566
1722,6542 1723 4407 8151 2893 10246 1155 12378 8539 14736
1723,4330 12535 8907 12742 8827 3464 11394 9791 13188 1166
1724,14240 5759 12103 14361 14733 2156 6197 3469 4437 8871
1725,5578 2095 14020 9108 14371 14355 11954 5698 10455 7142
1726,8299 9473 808 11762 6633 8282 10974 4019 3611 1088
1727,1471 5486 6489 8585 1896 1894 6815 15191 1893 2086
1728,2409 3841 1292 1965 11884 2658 13013 14314 13910 9331
1729,1306 1826 3382 4833 7150 681 9509 8751 3345 7192
1730,6481 12694 9053 5378 10782 14716 6849 1193 703 6487
1731,811 5482 4540 877 8340 3814 4727 2582 5151 15272
1732,9846 8527 9842 13811 13823 12930 2856 9058 14412 13283
1733,1869 9545 4744 2809 9546 8271 9493 8796 43 1737
1734,9713 13690 9557 13691 13284 4130 3527 1077 14006 9327
1735,10347 3139 7929 11149 5054 7243 1439 836 13373 8521
1736,1779 12643 6707 11352 9192 8166 12644 2881 4599 14458
1737,4016 8182 13649 6192 5270 6380 5972 5066 2798 6577
1738,7090 8273 8069 4893 11570 3163 14960 7911 3560 3410
1739,8319 9514 9515 11414 9829 11275 9608 7598 2945 11116
1740,259 4568 1632 4949 8129 989 14303 9971 12039 9846
1741,5747 4705 7685 6412 2947 12904 12172 4751 6712 7237
1742,5270 5549 5066 7720 5972 1439 168 2798 8520 812
1743,5563 9560 4664 9361 4655 6796 11210 2805 4665 12624
1744,5972 5270 1439 5066 2798 1447 488 821 11383 4592
1745,10762 2826 3748 11873 1086 861 3069 13571 574 4307
1746,4843 4815 6813 9720 7107 7002 14206 12698 2055 3559
1747,13542 10763 2424 7704 13773 14343 7522 8843 8842 7523
1748,12030 4384 13447 5263 8234 11415 11383 14147 8497 14520
1749,11587 328 8314 14505 6122 1337 5110 9082 14629 13793
1750,3478 14316 7460 13430 8447 5924 1182 10263 484 11384
1751,8565 9055 12421 9590 9588 110 6871 7127 53 15274
1752,13388 4426 14605 14826 91 45 53 13739 14100 9040
1753,11691 10246 8268 3145 3409 9551 14688 2874 8151 2889
1754,7795 5407 1123 7791 6788 13608 8099 8103 7691 13609
1755,9053 3984 7244 10435 1387 9362 5897 11466 8988 2675
1756,12557 7356 15240 7047 13969 5346 2447 3578 14091 1265
1757,9575 4281 4279 5613 1575 4173 14280 14455 8843 13386
1758,2711 168 9673 6107 4018 8672 1993 3699 5972 877
1759,5029 8367 800 3104 5117 1649 14928 15214 4899 7420
1760,8544 12646 11429 14034 7825 12963 12645 10980 13903 12647
1761,13373 12169 7495 9913 3409 851 7525 7164 9694 9923
1762,3749 1035 1036 1033 5166 5047 10591 9935 8303 5167
1763,795 5041 4271 871 8403 12084 868 2764 869 1047
1764,12748 11471 10701 12536 11055 13948 1109 14181 10143 11701
1765,5541 3476 5270 821 5066 6380 2798 4592 3217 5545
1766,2374 2370 13792 4142 9666 6360 6804 2369 9663 2375
1767,3878 12576 6623 6188 6170 7934 6781 6494 11055 10025
1768,71 9913 3044 5421 4863 1751 3816 7525 9206 2560
1769,6065 11533 7228 8341 8333 11788 4690 6246 2896 11640
1770,9325 4739 10481 13987 10585 10004 4732 4809 8779 2416
1771,11826 233 4991 4345 3606 4921 4385 9283 7195 2339
1772,4271 869 12174 871 5549 5066 1447 879 821 5972
1773,8365 668 12391 2072 7245 13854 12837 11111 9795 12500
1774,10412 12712 7692 11794 5206 11580 3132 11329 7854 7853
1775,9954 7876 6976 4169 824 5972 12296 8762 11960 4175
1776,1701 6485 14436 1118 14146 13693 11963 4601 6484 4186
1777,2802 287 612 7377 14047 3149 7571 9913 5983 6180
1778,5486 6499 1896 1979 12373 5237 6141 1893 7455 11421
1779,6797 8077 4665 4651 14257 12624 12625 9012 11166 8638
1780,4761 6038 7697 1439 5538 4762 4468 12021 4264 1567
1781,11022 7178 8525 15218 10913 15170 15169 14214 9549 10813
1782,7393 12027 6282 12313 2801 14453 14782 7753 1743 5254
1783,5836 6905 7561 5217 4385 4235 13379 5742 3239 4991
1784,14777 2797 2796 13814 14600 2668 8276 11543 13257 7444
1785,2699 4456 3524 5246 5469 7885 7879 7884 10038 4465
1786,3528 4146 190 5100 6376 5099 14053 1737 43 8796
1787,259 705 989 8576 4569 3241 15122 12941 10232 5424
1788,7682 6393 12651 12499 4334 4630 12879 9840 5878 15086
1789,1262 5864 4174 4884 14313 11019 8680 5231 10278 11220
1790,4182 15229 5051 5053 4188 821 4592 1993 2306 5055
1791,2370 13792 9663 4142 9666 6804 2369 2375 6360 2377
1792,538 7981 10633 12039 10728 6820 537 525 535 8383
1793,13635 3044 71 14328 5421 8809 3043 3944 23 2560
1794,9478 4949 8796 1737 43 2072 7021 2073 6260 6543
1795,6185 9539 11055 2587 6188 7349 12207 6886 12623 7939
1796,8062 9515 7598 11116 7590 9608 7597 7600 7599 7601
1797,6268 14467 6269 13945 14770 15087 6270 7955 13019 10259
1798,8529 4580 7408 14757 13304 10277 7781 3158 7810 5347
1799,2072 2720 3303 1059 3748 10762 1086 8796 1737 43
1800,6774 4018 3953 3647 12012 12891 7530 12879 1297 9583
1801,14094 6218 9499 8270 13071 10012 7268 14496 10228 11824
1802,9297 10760 13927 1213 2340 4848 1031 4089 11738 3569
1803,9913 7525 1751 10673 28 3409 8591 851 11485 10380
1804,3728 12773 8179 12494 6929 8071 11175 9614 8280 1270
1805,409 2431 8842 1664 3491 10766 6266 9170 10879 4867
1806,9233 9229 12693 12931 13252 7886 7940 6188 1030 9543
1807,3696 10008 10009 11070 4213 6237 1235 7921 784 1240
1808,1619 235 234 1617 1618 1624 12575 15233 12300 10713
1809,1266 1262 6514 8745 10633 4884 4405 10688 12562 3087
1810,14286 11319 14952 5876 3845 2873 4063 12256 9192 4693
1811,2466 3408 3971 2324 6288 14063 504 14928 1841 7929
1812,6084 574 12890 2169 3814 575 1196 7851 6218 5292
1813,10338 1301 1661 4045 954 4740 9777 7496 6687 3676
1814,1423 6216 6198 168 5057 11081 503 2765 171 420
1815,2108 3770 13892 3771 8575 664 10779 6771 7967 11103
1816,10992 6804 5846 10998 10991 1013 6431 11569 12376 8542
1817,7987 10062 2072 6482 11288 7986 21 574 10165 5909
1818,12948 12566 9805 8029 6623 10025 5486 12373 2108 1893
1819,5549 3222 753 168 5270 13936 5066 6012 1439 503
1820,13532 4053 8323 13433 8594 10916 5422 11188 3987 13432
1821,605 5281 6403 5575 10379 9311 3790 2067 10598 14318
1822,2804 11370 4653 6725 8726 11405 693 14922 11366 11877
1823,8892 5998 4591 8631 7224 6716 12114 13613 8889 12323
1824,1439 6375 10602 5549 3705 504 12174 11383 7697 1580
1825,9931 3273 9913 10380 10673 7525 851 11485 10382 10383
1826,10991 10990 9854 8542 10994 4145 6805 13223 5846 12732
1827,10038 5059 12168 512 1371 12437 5217 12194 5549 14933
1828,3110 11608 7247 4305 709 2750 277 7618 7353 2790
1829,7554 3083 9628 3082 2874 4599 9236 1357 7095 8476
1830,848 5066 1439 5270 3225 488 1447 241 5972 6088
1831,4617 4625 1148 5844 7819 4620 1770 4624 3081 3085
1832,2720 7279 3358 2343 4779 2697 7151 2332 2306 2993
1833,7709 10402 9150 6662 11591 10392 5463 7712 12879 12269
1834,3695 7726 2552 28 1751 2271 10293 2580 439 15063
1835,12063 10526 15067 95 111 10503 14825 11126 14702 10651
1836,11661 13267 5648 12450 13029 8237 10455 5598 1680 7168
1837,8250 12275 14136 11366 8726 6725 11405 693 13079 14477
1838,645 11406 1931 3647 6687 7049 8605 7293 1609 9071
1839,11383 7697 10078 4762 2711 4 1646 1439 2024 826
1840,12973 9503 6093 10024 2164 5922 13844 14656 1126 9514
1841,6622 2108 12566 6168 13458 9805 13832 6189 10025 13391
1842,14425 8116 14202 14069 12009 12048 5519 12010 6609 14460
1843,13984 10843 73 3846 7065 7066 1003 13111 10855 2870
1844,7244 8988 6489 557 2675 11466 12011 7292 2111 10435
1845,1532 11524 1531 1166 14712 14879 3464 4516 7396 11899
1846,1267 9696 1262 1266 12623 8238 4456 2699 7401 5246
1847,8524 9109 13982 13075 14745 10073 3442 10992 8539 4398
1848,12566 9805 1109 6785 6543 7950 4170 13207 9226 3878
1849,5270 1439 5972 5066 2798 748 5549 7720 753 821
1850,9840 14104 10839 14637 11445 712 1439 3259 5552 12213
1851,743 10379 742 9164 2524 3399 10378 10013 136 8501
1852,14787 11429 9660 2800 14630 14024 11945 14034 11206 14317
1853,1840 3387 2981 12207 11274 1110 2847 9867 12566 7349
1854,12067 8389 2833 4705 6623 4753 2015 12039 10457 4455
1855,1723 11119 6542 1155 1776 8151 10935 10246 12376 5686
1856,3021 14929 13134 2156 9913 2132 9821 9819 65 132
1857,2272 10561 8918 13596 14498 2672 14575 14201 14443 13214
1858,7244 9199 8988 3252 14694 495 1170 2922 3269 9362
1859,8032 7889 5909 14006 13690 9557 4372 2984 13691 8930
1860,14585 4757 1439 5972 4262 5549 8579 11383 1447 4592
1861,10994 6805 8982 10991 10990 10627 4743 5846 10754 4145
1862,155 153 156 3596 3595 152 10373 5754 11556 151
1863,11383 4 7697 753 4762 11360 10227 4248 2711 7829
1864,5421 557 6489 3044 439 2675 4298 5708 578 5378
1865,7705 1668 7349 2657 3909 2108 10329 6623 11527 1667
1866,2744 12425 2742 13189 1165 1166 14712 14879 3464 7396
1867,12748 10701 12566 6537 13458 1109 6189 6298 9682 6619
1868,216 126 9086 167 6382 11550 6046 821 6041 4271
1869,8526 14324 4330 8904 13188 13006 13329 12426 6353 2364
1870,2357 2360 3534 10913 9549 11022 7178 15218 10813 11252
1871,9778 308 56 7864 14669 3817 14344 3692 113 10662
1872,3215 3351 148 2072 1250 14385 6726 1050 8796 1737
1873,4459 5486 11773 3522 12373 1893 1979 1680 1945 1896
1874,14873 6073 14012 10592 14522 4567 14893 603 13948 4450
1875,1262 7936 6494 5864 7349 9805 12566 9652 1852 6543
1876,13792 2371 9663 2377 4142 8476 6360 1356 9666 2376
1877,3522 5246 5197 10928 2587 5245 5486 6612 12373 2699
1878,10189 3602 43 1737 8796 8965 14588 2076 6726 2075
1879,7164 7525 3409 3213 10673 1751 10014 1104 9923 851
1880,5718 5972 215 2461 1439 3145 3671 11590 4016 9160
1881,5217 3377 7317 5215 6300 187 5825 3319 3379 125
1882,11077 14178 9453 13776 8496 15233 11147 3492 13779 1524
1883,14337 14499 14657 13188 13035 9895 6996 12426 14328 6994
1884,12902 4807 1595 10829 4798 8911 5357 10836 11622 10285
1885,10815 3843 12656 10556 12655 1305 8191 10991 2876 8542
1886,879 871 4271 869 866 8403 12053 12084 14261 2311
1887,13189 8892 4591 13188 1535 1525 1531 2743 12426 11524
1888,4798 10767 8410 7937 2850 10836 5659 626 11401 11660
1889,8020 12757 10508 2870 12378 1862 2618 7065 3453 226
1890,11534 14112 5735 1745 13694 13766 8551 5408 13335 5929
1891,10063 12856 13312 12906 12821 10193 8362 11778 14195 10790
1892,3083 3081 7784 7819 12736 4624 2873 2881 13983 4599
1893,13012 5916 14001 7678 13778 653 8572 4368 1359 14177
1894,4720 8275 8350 8624 10005 3573 3571 970 8276 9342
1895,5708 4172 12694 5354 5709 6494 1680 9228 679 6771
1896,9432 11497 4729 9933 2456 9156 8317 8120 4176 9721
1897,8051 14584 10715 1368 14560 7114 4995 14406 14929 13827
1898,8185 11949 2575 305 8418 8533 2210 9082 11183 328
1899,13596 9405 14193 2976 5887 8471 1297 9686 15026 13445
1900,9913 2958 2271 7525 10673 611 10131 9767 8811 6893
1901,11656 9477 2439 906 6775 5373 905 3878 14523 9809
1902,1266 5864 2428 3515 11477 2790 489 4884 1190 5801
1903,6619 9682 9805 12566 2108 7525 13458 13832 3878 10151
1904,11873 4606 4307 489 4818 15009 11350 12157 7215 2790
1905,11022 8525 11252 10913 7178 15218 14214 10813 15219 15169
1906,8335 5383 1655 15082 1454 8145 11700 5381 12578 221
1907,6381 1993 4032 9888 5723 323 3203 6375 1238 1649
1908,12263 1913 9665 7095 12657 1915 9662 1114 6246 674
1909,3819 10236 43 1737 8796 10235 1098 1280 2072 3293
1910,7936 4633 1222 1061 7349 1280 4851 3293 4043 7434
1911,9851 2376 8476 1357 2377 1354 7069 6360 12548 10099
1912,5549 171 168 503 11727 812 169 2305 524 873
1913,13524 14357 8509 14358 14395 7618 13525 12879 6774 4588
1914,10764 11303 5399 1664 4676 9384 2431 10229 409 2382
1915,1616 10423 9909 2033 4812 14281 5831 9499 901 14094
1916,8076 7663 14528 7658 13103 14046 4919 11786 7664 9964
